,Company Name,job_title,seniority,min_salary,max_salary,Rating,python,sql,r_studio,spark,aws,excel,sector,age,Revenue,Type of ownership,description_len,min_employees,max_employees,avg_size,avg_salary
570,Innovate UK,analyst,na,35,50,3.3,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Private,9533,1001,5000,3000.0,42.5
571,The Specialist Works,na,na,32,67,4.1,1,1,0,0,0,1,telecommunication,18,$100 to $500 million (USD),Private,5933,51,200,126.0,49.5
572,EduStaff,na,na,32,67,4.1,0,0,0,0,0,1,public,12,$50 to $100 million (USD),Public,3654,10000,10000,10000.0,49.5
573,IQVIA,na,na,32,67,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2921,10000,10000,10000.0,49.5
574,Primary Care Services,na,na,32,67,2.7,0,0,0,0,0,1,public,-1,$1 to $5 million (USD),Private,4593,51,200,126.0,49.5
575,IQVIA,na,na,32,67,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,4058,10000,10000,10000.0,49.5
576,AstraZeneca,director,senior,32,67,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,5470,10000,10000,10000.0,49.5
577,Mylan Inc.,na,senior,32,67,3.6,0,0,0,0,0,1,medical,60,$5 to $10 billion (USD),Public,3530,10000,10000,10000.0,49.5
578,Bangor University,na,na,32,67,3.7,1,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,11968,1001,5000,3000.0,49.5
579,NES Fircroft,na,senior,32,67,3.6,0,0,0,0,0,0,public,43,$500 million to $1 billion (USD),Private,3159,1001,5000,3000.0,49.5
580,IQVIA,director,senior,32,67,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,4828,10000,10000,10000.0,49.5
581,IQVIA,na,na,32,67,3.8,0,0,0,0,1,0,medical,4,$2 to $5 billion (USD),Public,3472,10000,10000,10000.0,49.5
582,GSK,manager,na,32,67,4.0,0,0,0,0,1,0,medical,191,$10+ billion (USD),Public,8473,10000,10000,10000.0,49.5
583,Pall,manager,na,32,67,3.6,0,0,0,0,0,1,medical,75,$2 to $5 billion (USD),Venture,3391,10000,10000,10000.0,49.5
584,Trainline,analyst,senior,32,67,4.0,1,1,0,0,0,1,telecommunication,22,$100 to $500 million (USD),Public,5145,501,1000,750.0,49.5
585,The Hut Group,manager,senior,22,30,3.3,0,0,0,0,0,0,retail,17,$500 million to $1 billion (USD),Private,4735,5001,10000,7500.0,26.0
586,Amazon,na,na,22,30,3.9,1,1,0,0,1,0,telecommunication,27,$10+ billion (USD),Public,3478,10000,10000,10000.0,26.0
587,Amazon,na,na,22,30,3.9,1,1,0,0,1,0,telecommunication,27,$10+ billion (USD),Public,3478,10000,10000,10000.0,26.0
588,Study Group,na,na,22,30,3.1,0,0,0,0,0,0,education,27,$100 to $500 million (USD),Private,3189,1001,5000,3000.0,26.0
589,Nomad Digital,na,na,22,30,4.0,0,1,0,0,0,1,telecommunication,19,$50 to $100 million (USD),Venture,2473,201,500,350.0,26.0
590,Privitar,manager,na,22,30,4.8,0,0,0,0,0,0,inforamtion tech,7,Unknown / Non-Applicable,Private,3479,51,200,126.0,26.0
591,AstraZeneca,director,senior,22,30,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,5470,10000,10000,10000.0,26.0
592,Bangor University,na,na,22,30,3.7,1,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,11968,1001,5000,3000.0,26.0
593,Mylan Inc.,na,senior,22,30,3.6,0,0,0,0,0,1,medical,60,$5 to $10 billion (USD),Public,3530,10000,10000,10000.0,26.0
594,Couchbase,na,na,22,30,4.7,1,1,0,0,1,0,inforamtion tech,10,Unknown / Non-Applicable,Private,6211,501,1000,750.0,26.0
595,IQVIA,director,senior,22,30,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,4828,10000,10000,10000.0,26.0
596,Syneos Health Clinical,manager,na,22,30,3.5,0,0,0,0,0,1,medical,-1,Unknown / Non-Applicable,Public,5251,10000,10000,10000.0,26.0
597,Quanta,manager,na,22,30,4.4,0,0,0,0,0,1,public,29,$50 to $100 million (USD),Private,3153,51,200,126.0,26.0
598,Trainline,analyst,senior,22,30,4.0,1,1,0,0,0,1,telecommunication,22,$100 to $500 million (USD),Public,5145,501,1000,750.0,26.0
599,IQVIA,na,na,22,30,3.8,0,0,0,0,1,0,medical,4,$2 to $5 billion (USD),Public,3472,10000,10000,10000.0,26.0
600,IQVIA,na,na,22,30,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,3815,10000,10000,10000.0,26.0
601,OLIVER,na,senior,22,30,5.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,5567,1,50,26.0,26.0
602,Congenica,manager,na,22,30,3.3,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4628,51,200,126.0,26.0
603,Jacobs,na,na,22,30,3.8,0,0,0,0,0,1,public,74,$10+ billion (USD),Public,9145,10000,10000,10000.0,26.0
604,Thales,na,na,22,30,3.9,0,0,0,0,0,0,public,21,$10+ billion (USD),Public,5500,10000,10000,10000.0,26.0
605,Proofpoint,na,na,22,30,3.8,0,0,0,0,0,1,inforamtion tech,19,$100 to $500 million (USD),Public,3752,1001,5000,3000.0,26.0
606,RoslinCT,na,senior,22,30,-1.0,0,0,0,0,0,0,public,-1,$100 to $500 million (USD),Public,5271,51,200,126.0,26.0
607,Academics,na,na,22,30,3.3,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Venture,1611,51,200,126.0,26.0
608,GW Pharmaceuticals,manager,senior,22,30,3.1,0,0,0,0,0,1,medical,24,$25 to $50 million (USD),Public,5522,51,200,126.0,26.0
609,Colt Technology Services,na,na,22,30,4.6,0,0,0,0,0,0,telecommunication,29,Unknown / Non-Applicable,Private,3523,5001,10000,7500.0,26.0
610,SOFTWARE DEVELOPMENT ENGINEER-INVENTORY,na,na,22,30,-1.0,0,0,0,0,0,1,public,-1,$2 to $5 billion (USD),Hospital,4398,1001,5000,3000.0,26.0
611,Eigen Technologies,manager,senior,22,30,4.7,1,0,0,0,0,0,inforamtion tech,7,Unknown / Non-Applicable,Private,3347,51,200,126.0,26.0
612,huumun,na,na,22,30,3.0,0,0,0,0,0,1,telecommunication,18,Unknown / Non-Applicable,Private,2484,51,200,126.0,26.0
613,Owlstone Medical,manager,na,22,30,3.9,0,0,0,0,0,0,medical,17,Unknown / Non-Applicable,Private,6506,51,200,126.0,26.0
614,MediaCom,manager,na,22,30,3.5,0,0,0,0,0,1,telecommunication,-1,$10 to $25 million (USD),Private,3531,5001,10000,7500.0,26.0
615,The Hut Group,na,senior,22,30,3.3,0,0,0,0,0,1,retail,17,$500 million to $1 billion (USD),Private,3009,5001,10000,7500.0,26.0
616,Adecco UK,na,na,22,30,3.4,1,1,0,0,1,1,public,25,$10+ billion (USD),Public,5045,10000,10000,10000.0,26.0
617,IQVIA,director,na,22,30,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,3436,10000,10000,10000.0,26.0
618,Thermo Fisher Scientific,na,na,22,30,3.6,0,0,0,0,0,1,medical,119,$10+ billion (USD),Public,4313,10000,10000,10000.0,26.0
619,Thermo Fisher Scientific,na,na,22,30,3.6,0,0,0,0,0,1,medical,119,$10+ billion (USD),Public,3889,10000,10000,10000.0,26.0
620,IBM,na,na,22,30,3.9,0,1,0,0,0,1,public,110,$10+ billion (USD),Public,4158,10000,10000,10000.0,26.0
621,AstraZeneca,director,senior,22,30,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,5403,10000,10000,10000.0,26.0
622,Amazon EU SARL (UK Branch),manager,senior,22,30,3.9,0,0,0,0,0,0,telecommunication,27,$10+ billion (USD),Public,4616,10000,10000,10000.0,26.0
623,Bicester Village,director,na,22,30,3.1,0,0,0,0,0,0,retail,28,$100 to $500 million (USD),Private,4298,1001,5000,3000.0,26.0
624,myrecovery,na,na,22,30,-1.0,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Public,5056,51,200,126.0,26.0
625,Capgemini,na,na,22,30,4.3,0,0,0,0,0,1,inforamtion tech,54,$10+ billion (USD),Public,6095,10000,10000,10000.0,26.0
626,Tangerine Holdings,na,na,22,30,2.5,0,0,0,0,0,1,medical,30,$25 to $50 million (USD),Private,3584,51,200,126.0,26.0
627,AstraZeneca,manager,na,22,30,4.2,0,0,0,0,0,0,medical,108,$10+ billion (USD),Public,4709,10000,10000,10000.0,26.0
628,The Sixth Form College Farnborough,na,na,22,30,4.4,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4981,10000,10000,10000.0,26.0
629,Pertemps Network Group,analyst,senior,22,30,3.7,1,1,0,0,0,1,public,60,$500 million to $1 billion (USD),Private,2265,1001,5000,3000.0,26.0
630,AstraZeneca,director,na,22,30,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,5562,10000,10000,10000.0,26.0
631,British Trust for Ornithology,na,na,22,30,4.0,0,1,0,0,0,1,public,-1,Less than $1 million (USD),Organization,7976,51,200,126.0,26.0
632,Thermo Fisher Scientific,na,na,22,30,3.6,0,0,0,0,0,1,medical,119,$10+ billion (USD),Public,3253,10000,10000,10000.0,26.0
633,AF Selection,manager,na,22,30,-1.0,0,0,0,0,0,1,public,-1,$5 to $10 billion (USD),Public,3192,501,1000,750.0,26.0
634,University of Nottingham,na,na,22,30,4.2,0,0,0,0,0,0,education,140,$500 million to $1 billion (USD),College / University,3500,5001,10000,7500.0,26.0
635,Domino Printing Sciences,na,na,22,30,4.3,0,0,0,0,0,1,production,43,$100 to $500 million (USD),Public,3912,1001,5000,3000.0,26.0
636,M-Tech 360,director,na,22,30,-1.0,0,0,0,0,0,0,public,-1,$2 to $5 billion (USD),Public,2245,1001,5000,3000.0,26.0
637,MMS Holdings Inc.,manager,na,22,30,3.9,0,0,0,0,0,1,medical,15,Unknown / Non-Applicable,Private,7573,201,500,350.0,26.0
638,Harnham,analyst,na,22,30,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,2022,51,200,126.0,26.0
639,IQVIA,na,na,22,30,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2722,10000,10000,10000.0,26.0
640,Checkit,na,na,22,30,3.5,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4521,51,200,126.0,26.0
641,MMR Research Worldwide LTD,director,na,22,30,3.4,0,0,0,0,0,1,telecommunication,32,Unknown / Non-Applicable,Private,3710,51,200,126.0,26.0
642,"AMETEK, Inc.",director,na,22,30,4.1,0,0,0,0,0,1,production,91,$5 to $10 billion (USD),Public,3249,10000,10000,10000.0,26.0
643,Bristol Myers Squibb,manager,na,22,30,4.0,0,0,0,0,0,1,medical,163,$10+ billion (USD),Public,6171,10000,10000,10000.0,26.0
644,Ormiston Academies Trust,na,senior,22,30,4.1,0,0,0,0,0,0,public,-1,$100 to $500 million (USD),Organization,892,1001,5000,3000.0,26.0
645,Amazon,na,na,35,47,3.9,1,1,0,1,1,0,telecommunication,27,$10+ billion (USD),Public,3335,10000,10000,10000.0,41.0
646,Lloyds Banking Group,analyst,senior,35,47,3.9,1,1,0,0,0,1,finance,326,Unknown / Non-Applicable,Public,6828,10000,10000,10000.0,41.0
647,Lloyds Banking Group,analyst,senior,35,47,3.9,1,1,0,0,0,1,finance,326,Unknown / Non-Applicable,Public,6828,10000,10000,10000.0,41.0
648,HM Revenue and Customs,ai researcher,senior,35,47,3.7,0,0,0,0,0,1,public,16,$500 million to $1 billion (USD),Government,7588,10000,10000,10000.0,41.0
649,Acacium Group,consultant,senior,35,47,-1.0,0,0,0,0,0,1,public,-1,$2 to $5 billion (USD),Government,3274,1,50,26.0,41.0
650,Jaywing,na,na,35,47,3.2,0,0,0,0,0,1,telecommunication,-1,$1 to $5 million (USD),Private,5175,501,1000,750.0,41.0
651,Jazz Pharmaceuticals,director,na,35,47,3.6,0,0,0,0,0,1,medical,18,$1 to $2 billion (USD),Public,7888,1001,5000,3000.0,41.0
652,Acacium Group,na,na,35,47,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,3650,1001,5000,3000.0,41.0
653,TDR Training Ltd.,na,na,35,47,-1.0,0,0,0,0,0,0,public,-1,Unknown / Non-Applicable,Public,3439,1,50,26.0,41.0
654,The Hut Group,na,senior,35,47,3.3,0,0,0,0,0,1,retail,17,$500 million to $1 billion (USD),Private,3009,5001,10000,7500.0,41.0
655,RSC - London,na,na,35,47,-1.0,0,0,0,0,0,1,public,-1,$10+ billion (USD),Venture,2576,10000,10000,10000.0,41.0
656,GSK,director,senior,35,47,4.0,0,0,0,0,1,0,medical,191,$10+ billion (USD),Public,9511,10000,10000,10000.0,41.0
657,GSK,director,senior,35,47,4.0,0,0,0,0,1,0,medical,191,$10+ billion (USD),Public,9979,10000,10000,10000.0,41.0
658,IBM,na,na,35,47,3.9,0,1,0,0,0,1,public,110,$10+ billion (USD),Public,4158,10000,10000,10000.0,41.0
659,Bicester Village,director,na,35,47,3.1,0,0,0,0,0,0,retail,28,$100 to $500 million (USD),Private,4298,1001,5000,3000.0,41.0
660,myrecovery,na,na,35,47,-1.0,0,0,0,0,0,1,public,-1,$1 to $2 billion (USD),Government,5056,5001,10000,7500.0,41.0
661,Pertemps Network Group,analyst,senior,35,47,3.7,1,1,0,0,0,1,public,60,$500 million to $1 billion (USD),Private,2265,1001,5000,3000.0,41.0
662,Tangerine Holdings,na,na,35,47,2.5,0,0,0,0,0,1,medical,30,$25 to $50 million (USD),Private,3584,51,200,126.0,41.0
663,British Trust for Ornithology,na,na,35,47,4.0,0,1,0,0,0,1,public,-1,Less than $1 million (USD),Organization,7976,51,200,126.0,41.0
664,GSK,director,na,35,47,4.0,0,0,0,0,1,1,medical,191,$10+ billion (USD),Public,8082,10000,10000,10000.0,41.0
665,M-Tech 360,director,na,35,47,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,2245,10000,10000,10000.0,41.0
666,Harnham,analyst,na,35,47,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,2022,51,200,126.0,41.0
667,Checkit,na,na,35,47,3.5,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4521,51,200,126.0,41.0
668,Bristol Myers Squibb,manager,na,35,47,4.0,0,0,0,0,0,1,medical,163,$10+ billion (USD),Public,6171,10000,10000,10000.0,41.0
669,Gilead Sciences,director,senior,35,47,3.7,0,0,0,0,1,1,medical,34,$10+ billion (USD),Public,5170,10000,10000,10000.0,41.0
670,IQVIA,na,na,45,55,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2722,10000,10000,10000.0,50.0
671,Deloitte,consultant,senior,45,55,3.9,1,1,0,0,0,1,finance,171,$10+ billion (USD),Private,12000,10000,10000,10000.0,50.0
672,Harnham,analyst,na,45,55,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,2022,51,200,126.0,50.0
673,MMR Research Worldwide LTD,director,na,45,55,3.4,0,0,0,0,0,1,telecommunication,32,Unknown / Non-Applicable,Private,3710,51,200,126.0,50.0
674,Deloitte UK,consultant,senior,45,55,3.9,1,1,0,0,0,1,finance,171,$10+ billion (USD),Private,11309,10000,10000,10000.0,50.0
675,Checkit,na,na,45,55,3.5,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4521,51,200,126.0,50.0
676,Bristol Myers Squibb,manager,na,45,55,4.0,0,0,0,0,0,1,medical,163,$10+ billion (USD),Public,6171,10000,10000,10000.0,50.0
677,Eurofins UK Food Testing,manager,na,45,55,-1.0,0,0,0,0,0,1,public,-1,$5 to $10 billion (USD),Private,6683,1001,5000,3000.0,50.0
678,Ormiston Academies Trust,na,senior,45,55,4.1,0,0,0,0,0,0,public,-1,$100 to $500 million (USD),Organization,892,1001,5000,3000.0,50.0
679,AstraZeneca,na,na,45,55,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,3829,10000,10000,10000.0,50.0
680,Astellas,manager,senior,45,55,3.8,0,0,0,0,0,1,medical,16,$25 to $50 million (USD),Public,2451,1001,5000,3000.0,50.0
681,Deloitte,na,senior,45,55,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,13643,10000,10000,10000.0,50.0
682,Deloitte UK,na,senior,45,55,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,13071,10000,10000,10000.0,50.0
683,Keoghs,na,na,45,55,3.4,0,0,0,0,0,1,public,53,$50 to $100 million (USD),Private,4438,1001,5000,3000.0,50.0
684,Citi,na,na,45,55,3.9,1,1,0,0,0,1,finance,209,$10+ billion (USD),Public,4447,10000,10000,10000.0,50.0
685,Syneos Health Clinical,director,na,45,55,3.5,0,0,0,0,0,1,medical,-1,Unknown / Non-Applicable,Public,6013,10000,10000,10000.0,50.0
686,IQVIA,na,senior,45,55,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2859,10000,10000,10000.0,50.0
687,RELX Group,director,na,45,55,3.8,0,1,0,0,0,1,inforamtion tech,141,$10+ billion (USD),Public,5408,10000,10000,10000.0,50.0
688,Car Finance Giant,na,na,45,55,2.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,1949,51,200,126.0,50.0
689,Sainsburys,analyst,na,45,55,3.6,1,1,0,0,0,1,retail,152,$10+ billion (USD),Public,5145,10000,10000,10000.0,50.0
690,Deloitte UK,data engineer,senior,45,55,3.9,1,1,0,0,1,1,finance,171,$10+ billion (USD),Private,8488,10000,10000,10000.0,50.0
691,Gilead Sciences,director,na,45,55,3.7,0,0,0,0,1,1,medical,34,$10+ billion (USD),Public,7705,10000,10000,10000.0,50.0
692,Balfour Beatty,na,na,45,55,3.6,0,0,0,0,0,0,public,112,$500 million to $1 billion (USD),Public,3751,10000,10000,10000.0,50.0
693,Tribal Worldwide,na,na,45,55,2.9,0,0,0,0,0,1,telecommunication,21,$10 to $25 million (USD),Venture,5604,51,200,126.0,50.0
694,Privitar,manager,senior,45,55,4.8,0,0,0,0,0,0,inforamtion tech,7,Unknown / Non-Applicable,Private,3612,51,200,126.0,50.0
695,Deloitte UK,manager,senior,45,55,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,11429,10000,10000,10000.0,50.0
696,Deloitte,manager,senior,45,55,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,12034,10000,10000,10000.0,50.0
697,Triumph Consultants Ltd,na,na,45,55,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,5993,10000,10000,10000.0,50.0
698,AstraZeneca,director,na,45,55,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,5518,10000,10000,10000.0,50.0
699,NELFT NHS Foundation Trust,na,na,45,55,3.4,0,0,0,0,0,0,medical,-1,$100 to $500 million (USD),Hospital,3580,5001,10000,7500.0,50.0
700,Domestic & General,analyst,senior,38,45,3.4,0,1,0,0,0,1,finance,109,Unknown / Non-Applicable,Private,4809,1001,5000,3000.0,41.5
701,Kleboe Jardine,na,na,38,45,-1.0,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,College / University,2689,501,1000,750.0,41.5
702,Cromsource GmbH,na,na,38,45,-1.0,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Public,6198,1001,5000,3000.0,41.5
703,Gilead Sciences,director,na,38,45,3.7,0,0,0,0,1,1,medical,34,$10+ billion (USD),Public,5830,10000,10000,10000.0,41.5
704,Raconteur,na,senior,38,45,4.4,0,0,0,0,0,0,public,13,Less than $1 million (USD),Private,2271,1,50,26.0,41.5
705,Threads Styling Ltd.,analyst,senior,38,45,2.7,0,1,0,0,0,1,telecommunication,12,Unknown / Non-Applicable,Private,3256,51,200,126.0,41.5
706,ZS Associates,manager,na,38,45,3.9,0,0,0,0,0,0,public,38,Unknown / Non-Applicable,Private,3087,5001,10000,7500.0,41.5
707,LGC Limited,na,na,38,45,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Public,5868,5001,10000,7500.0,41.5
708,Riskonnect,na,na,38,45,3.7,0,0,0,0,0,1,inforamtion tech,14,$100 to $500 million (USD),Private,3112,201,500,350.0,41.5
709,Corin,na,senior,38,45,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4026,10000,10000,10000.0,41.5
710,Infosys Limited,na,na,38,45,3.8,0,0,0,0,0,1,public,40,$10+ billion (USD),Public,2865,10000,10000,10000.0,41.5
711,Citibank,na,na,38,45,4.0,1,1,0,0,0,0,finance,-1,Less than $1 million (USD),Private,8383,1001,5000,3000.0,41.5
712,Thermo Fisher Scientific,manager,senior,38,45,3.6,0,0,0,0,0,1,medical,119,$10+ billion (USD),Public,4417,10000,10000,10000.0,41.5
713,MediaCom,manager,na,38,45,3.3,0,0,0,0,0,1,telecommunication,26,$1 to $2 billion (USD),Private,3531,1001,5000,3000.0,41.5
714,BR Recruitment,manager,na,38,45,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,5672,1001,5000,3000.0,41.5
715,Citibank,analyst,na,38,45,4.0,0,0,0,0,1,1,finance,-1,Less than $1 million (USD),Private,7894,1001,5000,3000.0,41.5
716,AstraZeneca,director,na,38,45,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,4400,10000,10000,10000.0,41.5
717,Veeva Systems,director,na,38,45,3.8,0,0,0,0,0,1,inforamtion tech,14,$500 million to $1 billion (USD),Public,3597,1001,5000,3000.0,41.5
718,Fresenius Kabi Limited,na,na,38,45,3.5,0,0,0,0,0,1,medical,-1,$5 to $10 billion (USD),Venture,2355,10000,10000,10000.0,41.5
719,Brandwatch,ai researcher,senior,38,45,4.1,0,0,0,0,0,0,inforamtion tech,14,Unknown / Non-Applicable,Private,3648,501,1000,750.0,41.5
720,Congenica,na,na,38,45,3.3,1,1,0,0,0,1,public,-1,Less than $1 million (USD),Private,4938,51,200,126.0,41.5
721,Capgemini Invent,director,na,38,45,4.0,0,0,0,0,0,1,public,54,$500 million to $1 billion (USD),Public,7137,5001,10000,7500.0,41.5
722,Rise Technical Recruitment Limited,na,na,38,45,4.6,0,0,0,0,0,0,public,16,Unknown / Non-Applicable,Private,2031,51,200,126.0,41.5
723,dunnhumby,na,senior,38,45,4.2,0,0,0,0,0,0,public,32,$500 million to $1 billion (USD),Private,3719,1001,5000,3000.0,41.5
724,Oracle,na,senior,38,45,3.6,1,1,0,0,0,1,inforamtion tech,44,$10+ billion (USD),Public,8754,10000,10000,10000.0,41.5
725,LGC Limited,na,na,38,45,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Public,7214,51,200,126.0,41.5
726,GCS Recruitment Specialists Ltd,ai researcher,senior,38,45,4.2,0,0,0,0,0,0,public,30,Unknown / Non-Applicable,Private,2103,51,200,126.0,41.5
727,GlaxoSmithKline,na,senior,38,45,4.0,0,0,0,0,1,0,medical,191,$10+ billion (USD),Public,7230,10000,10000,10000.0,41.5
728,IQVIA,na,na,38,45,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,8268,10000,10000,10000.0,41.5
729,British Trust for Ornithology (BTO),na,na,38,45,-1.0,0,0,0,0,0,0,public,-1,$500 million to $1 billion (USD),Public,1774,51,200,126.0,41.5
730,RHACC,na,na,32,49,-1.0,1,1,0,0,0,1,public,-1,$100 to $500 million (USD),Venture,2798,201,500,350.0,40.5
731,Avanade,na,na,32,49,4.0,0,0,0,0,0,1,public,21,$2 to $5 billion (USD),Private,5385,10000,10000,10000.0,40.5
732,British Trust for Ornithology (BTO),na,na,32,49,-1.0,0,0,0,0,0,0,public,-1,$10+ billion (USD),Public,1774,1001,5000,3000.0,40.5
733,Bangura Solutions,ai researcher,senior,32,49,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,4285,1001,5000,3000.0,40.5
734,AstraZeneca,director,na,32,49,4.2,0,0,0,0,0,0,medical,108,$10+ billion (USD),Public,4647,10000,10000,10000.0,40.5
735,Q2 Solutions,manager,na,32,49,3.2,0,0,0,0,0,1,medical,6,Unknown / Non-Applicable,Private,8589,1001,5000,3000.0,40.5
736,Digital Futures Careers,na,na,32,49,-1.0,0,0,0,0,0,0,public,-1,Unknown / Non-Applicable,Public,2951,201,500,350.0,40.5
737,Bio Pharma Resourcing,director,na,32,49,-1.0,0,0,0,0,0,0,public,-1,$10+ billion (USD),Private,3394,5001,10000,7500.0,40.5
738,Charles River Laboratories,director,na,32,49,3.3,0,0,0,0,0,0,medical,74,$2 to $5 billion (USD),Public,2951,10000,10000,10000.0,40.5
739,Sia Partners,manager,na,32,49,4.0,0,0,0,0,0,1,public,22,$100 to $500 million (USD),Private,5166,1001,5000,3000.0,40.5
740,Royal Free NHS,na,na,32,49,3.7,0,0,0,0,0,0,medical,-1,Less than $1 million (USD),Hospital,4560,10000,10000,10000.0,40.5
741,Harnham,analyst,senior,32,49,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,1787,51,200,126.0,40.5
742,The Rosalind Franklin Institute,na,na,32,49,-1.0,0,0,0,0,0,1,public,-1,$1 to $5 million (USD),Public,6632,1,50,26.0,40.5
743,AstraZeneca,na,senior,32,49,4.2,0,0,0,0,0,0,medical,108,$10+ billion (USD),Public,4745,10000,10000,10000.0,40.5
744,The Rosalind Franklin Institute,na,na,32,49,-1.0,0,0,0,0,0,1,public,-1,$10+ billion (USD),Private,7024,10000,10000,10000.0,40.5
745,SAP,na,senior,32,49,4.6,0,0,0,0,0,1,inforamtion tech,49,$10+ billion (USD),Public,8292,10000,10000,10000.0,40.5
746,IPSEN,na,senior,32,49,3.7,0,0,0,0,0,1,medical,92,$2 to $5 billion (USD),Private,3696,5001,10000,7500.0,40.5
747,Cardiff Blues,na,na,32,49,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Public,2988,51,200,126.0,40.5
748,Gloucestershire Hospitals NHS Foundation Trust,na,senior,32,49,3.9,0,0,0,0,0,0,medical,19,Unknown / Non-Applicable,Hospital,2491,5001,10000,7500.0,40.5
749,Laing O'Rourke,na,na,32,49,4.1,0,0,0,0,0,0,public,173,$1 to $2 billion (USD),Private,5252,5001,10000,7500.0,40.5
750,Harnham,analyst,senior,32,49,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,2248,51,200,126.0,40.5
751,Newton Colmore Consulting Ltd,manager,na,32,49,-1.0,0,0,0,0,0,1,public,-1,$2 to $5 billion (USD),Public,1951,10000,10000,10000.0,40.5
752,IQVIA,na,na,32,49,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2992,10000,10000,10000.0,40.5
753,AstraZeneca,na,senior,32,49,4.2,0,0,0,0,0,0,medical,108,$10+ billion (USD),Public,4743,10000,10000,10000.0,40.5
754,The Education Specialist,na,na,32,49,-1.0,0,0,0,0,0,1,public,-1,$5 to $10 billion (USD),Public,3635,1,50,26.0,40.5
755,Deep Science Ventures,director,na,32,49,4.8,0,1,0,1,0,0,public,-1,Less than $1 million (USD),Private,4548,1,50,26.0,40.5
756,Data Science Talent Ltd,na,na,32,49,-1.0,0,0,0,0,0,0,public,-1,$10+ billion (USD),Public,2950,501,1000,750.0,40.5
757,Eurofins Central Laboratory,na,senior,32,49,3.4,0,0,0,0,0,1,medical,34,$2 to $5 billion (USD),Private,5655,10000,10000,10000.0,40.5
758,BeiGene,director,na,32,49,3.3,0,0,0,0,0,1,medical,11,$10 to $25 million (USD),Public,7000,1001,5000,3000.0,40.5
759,Emitwise,analyst,na,28,46,5.0,1,0,0,0,0,1,inforamtion tech,2,Unknown / Non-Applicable,Private,4524,1,50,26.0,37.0
760,Jaguar Land Rover,na,na,28,46,3.7,0,0,0,0,0,1,production,13,$10+ billion (USD),Private,9203,10000,10000,10000.0,37.0
